"","AA","AXP","BA","BAC","C","CAT"
"1987-04-06",0.0147278067102434,0.00652530863492262,-0.0142397228111357,-0.0213531244705691,0.0219789067187751,0.0125158079318304
"1987-04-07",-0.0326923616855423,-0.0163938097756766,-0.0118034157248843,-0.0329097340887978,-0.00435730536895562,0.00248447332766211
"1987-04-08",0.00902261759963752,0,0.0144075838632722,0.0436432897319068,-0.0131870042819539,-0.020050797045561
"1987-04-09",-0.0273158106469629,-0.0217218231468357,-0.00652318033912369,-0.0143371631464073,-0.013363227812167,-0.0413495598186957
"1987-04-10",0.0213097865867509,0.00505477066162396,0.00391901220073576,-0.0108893997992683,-0.00449438958783921,0
"1987-04-13",0.0325954782494515,-0.00505477066162396,-0.0144454251877231,-0.0409740742103057,-0.0651393021709615,-0.0132804076678943
"1987-04-14",-0.0176475168135781,-0.0361174252279954,-0.00930239266231325,-0.0587252860127824,-0.0442332549768256,-0.00805373480709681
"1987-04-15",0.0176475168135781,0.00174978172378748,0.0039973404326199,0.0738199122352674,0.0100000833345832,0.00805373480709681
"1987-04-16",0.0144720326085344,0.0034904049397686,-0.0039973404326199,0,0.00496278934212913,0.00533334597536239
"1987-04-20",0.0394417320512968,0,-0.0229584695559082,-0.015094626222485,-0.0200006667066696,-0.0106952891167478
"1987-04-21",0.0218587938124992,-0.00174367960482669,0.0202846711715059,0.0225573474240746,0.0249389483472521,0.0395308387566351
"1987-04-22",-0.00814115758370004,-0.0265267543334287,-0.0175561565183018,-0.0263668758407422,-0.0148886124937506,-0.0182534403093504
"1987-04-23",-0.0220394595662914,-0.0162605208717803,-0.0109590137897195,-0.0076628727455692,0.0099503308531681,-0.0105821093305369
"1987-04-24",-0.0140254753545044,-0.0109891215755953,-0.0152674721307884,-0.00385356931599001,-0.0352681388374579,-0.0106952891167478
"1987-04-27",0.00843886864586452,-0.0129751588631333,-0.0443246250714573,-0.0116506172199752,-0.0155041865359653,-0.0217399866364059
"1987-04-28",0.0221615718028525,0.00186393343806257,-0.0311829274366879,-0.0197245053477787,0.0358094526967109,0
"1987-04-29",-0.0165749650942126,0.0184507079131164,-0.0060514556833553,0,-0.0101010959865039,0.0324352757531536
"1987-04-30",0.0110804457765719,0.0234879813072137,0.0060514556833553,0.0275066457898336,0.0201011793210871,0.0184458457907517
"1987-05-01",0,-0.00537154380191085,0.0164551207264445,-0.00778214044205494,-0.0100000833345832,0.00780238028418467
"1987-05-04",0.0217992283425845,-0.00359712618084962,-0.00297177038915741,0.0231670592815344,-0.0254466656611643,0.00516797015844261
"1987-05-05",0.0107239633629757,0.0231533049747168,0,0.0189041546391526,0.010256500167189,0.0354467489957475
"1987-05-06",0.0366533176480355,-0.0141846349919563,0.00297177038915741,-0.0304205967007118,-0.0363676441708748,0.0461807450633605
"1987-05-07",0.0153064212826757,-0.0162019745762805,0.0132647486584831,0.0153259704782268,-0.016000341346441,0.0418665793927899
"1987-05-08",0,-0.00911583340800948,0.0145351396191131,0.00757579380845763,-0.0162605208717804,0.0291827667570599
"1987-05-11",-0.0178804252778486,-0.0129034048359078,-0.0218827112495077,0.00376648279547698,-0.0333364202675918,0
"1987-05-12",0.0128042722459878,0.011070223754247,0.0014738396183005,-0.00376648279547698,-0.0170944333593002,-0.008888947417246
"1987-05-13",0,-0.00367647472930877,0.00587373201209407,0.0149815536156169,-0.0115608224010759,-0.0134833503372871
"1987-05-14",-0.00254777207879875,-0.00369004108745385,-0.00734757163039457,-0.0263668758407422,0.0172914971100609,-0.0228842938335878
"1987-05-15",-0.010256500167189,-0.0434440365869986,-0.01485911440375,-0.0310102367425603,-0.0231224174208542,0
"1987-05-18",-0.00516797015844261,-0.03937516523483,-0.0196529379013937,0.00392927813988952,-0.0117648415795863,-0.00464037955650221
"1987-05-19",-0.0104167608582557,0.0119761910467155,-0.00612559342668262,-0.040005334613699,0.0233928795747055,-0.0187798946515962
"1987-05-20",-0.0238421889627596,0.0427249446663414,-0.0139213385186081,-0.0206192872027359,-0.0174931574475172,-0.0386521544342793
"1987-05-21",-0.0189450862424492,0.0318081071962255,0,0.0124225199985573,0.0174931574475172,0.00491401480242915
"1987-05-22",-0.0165293019512107,0.00367647472930877,0.0108444130141288,0.00819676720417861,0.0396652563924315,0.00488998529419171
"1987-05-26",0.0110498361865852,0.0553218660326471,0.00920251893116197,0.0281708769666962,0.0219789067187752,0.0264756739840279
"1987-05-27",0.00547946576462555,-0.0104712998672953,0.0359858919234441,0.00790517950711334,0,0.0188240852456356
"1987-05-28",0.0027285146532039,0.00350263055120181,0.033312276467115,0.0194937946810011,-0.0109290705321903,0
"1987-05-29",-0.00820798041782944,-0.0301708776333633,-0.033312276467115,-0.0116506172199752,0.0271019297777914,-0.0380093259669843
"1987-06-01",0.00274348594575069,-0.00361011222409968,-0.0014738396183005,0.0116506172199752,0.0470060423759304,0.0191852407213486
"1987-06-02",-0.00549451931764078,0,0.00441501820911672,0.00385356931599001,-0.00511510066677034,0
"1987-06-03",0.0325231917055602,0.0267634171988165,0.00877198607283702,0.00383877630716567,-0.0418909417091601,0
"1987-06-04",0.0263173083173733,-0.00884179058146084,0.0187460428210553,-0.00383877630716567,0.00533334597536239,0.00237248035363047
"1987-06-05",0.00776200533548921,-0.014311514393256,-0.00573067470898492,0.00383877630716567,0.0210534091978324,-0.0143200537747485
"1987-06-08",0.00257400399517294,0.00359712618084962,0.00573067470898492,-0.00383877630716567,0.0103627870355466,0.0166869187850147
"1987-06-09",0.0253820732714172,0.0160288382758988,0.0056980211146378,0.0265670273847218,-0.0208340869028421,0.014084739881739
"1987-06-10",0.0247537391529382,0.0140353181163835,-0.0143063956512379,0,0.00524935588614373,-0.00701757265864655
"1987-06-11",0,-0.0034904049397686,-0.00433213673913446,0.0185534078957478,0.00522194398115172,0.0116687438343772
"1987-06-12",-0.00736199644106916,0.0275879565188291,0.00720983656674967,0.0218190473946396,0.0307716586667537,0.0115341532452868
"1987-06-15",0.00246002584086247,0.00339558900113834,0.026932882359588,0.00359066813072872,0.0347429484438729,-0.0161853244210175
"1987-06-16",-0.00492611833605583,0.0101181301655846,0.00279329790561267,0.0142351158218721,0.0097088141269609,0.0069686693160933
"1987-06-17",0,-0.0101181301655846,0.00556329668532873,0.00704228262541284,-0.0097088141269609,0.00461894585629463
"1987-06-18",0.00982808893626252,-0.00339558900113834,0.00415225510076733,0.00350263055120204,0.0097088141269609,-0.00693644399665727
"1987-06-19",0.0121508177825125,0.00339558900113834,0.00275862243907965,0,-0.00484262447578787,0.0161108202726985
"1987-06-22",-0.0145987994211525,0.0251059211310762,0.00275103337188987,-0.00350263055120204,-0.00486618965117303,0.0068259650703999
"1987-06-23",-0.00985229644301167,-0.0116377040802096,-0.0236286183934451,0.00699303549097063,0,-0.00227014853453911
"1987-06-24",-0.0149628726767124,-0.0202709643736192,-0.00989407364519845,0,-0.0197050710793325,-0.00684153181671676
"1987-06-25",0.0149628726767124,0.0202709643736192,0.00283688133519955,0.0103987072208984,0,0.0203857569244739
"1987-06-26",-0.00496278934212913,-0.00502934840500213,0.00705719230999891,-0.0103987072208984,-0.00498754151103897,-0.00674918197492835
"1987-06-29",0.00743497848751828,-0.0169495583137733,-0.00281690327111339,0,-0.0202027073175195,-0.0228320420426458
"1987-06-30",0.00492611833605583,-0.0330177690286735,-0.00707717037408506,-0.00699303549097063,-0.010256500167189,-0.0162983817331195
"1987-07-01",0,0.0122916385115568,-0.00855925339566976,-0.0141345109349047,-0.0103627870355466,-0.0165684263472325
"1987-07-02",0.0146344075184377,0.0104167608582555,0.00571430126343841,-0.00714288751238024,0,0.00238379135527622
"1987-07-06",0.0191852407213486,0.00344827927891589,-0.00858374369139137,-0.0180836754332954,0.0155041865359653,-0.0168071183163814
"1987-07-07",0.0234752564213663,-0.02087032272558,0.0114286958236227,-0.00732604009207294,-0.0103093696588613,-0.00242424361150628
"1987-07-08",0,-0.0159436503971362,0.0210830015630044,-0.0185534078957478,0.020513539833103,0.0287101058824313
"1987-07-09",-0.00932407687512327,-0.0143887374520997,0.00277777956390235,0.00373832211060721,-0.020513539833103,0.0256125758567263
"1987-07-10",-0.0165293019512103,-0.00362976805057857,0.0124053968574878,0.0111318403688442,-0.0104167608582557,0.0645385211375713
"1987-07-13",-0.0289875368732524,-0.00364299127850098,-0.00963531198367207,-0.0111318403688442,-0.0265267543334284,0.0276319386620858
"1987-07-14",0.0242142581205946,0,0.00414079266603129,0.00743497848751806,0.00536194314138538,0.00626961301359552
"1987-07-15",0.0398645985639277,-0.00365631120311072,-0.00968865710374933,-0.0186921330121527,0,-0.0189280098855189
"1987-07-16",-0.00460830308619409,-0.00366972888896222,-0.00557881502703905,0.0075188324140274,0.00533334597536239,0.0126583968719234
"1987-07-17",-0.00231213975837963,-0.0036832454162965,0.00557881502703905,0,0,0.0530736792113982
"1987-07-20",-0.00231749814036264,-0.0205039801977074,-0.00557881502703905,-0.0112995552539333,0.0262482260749364,-0.0120001440031106
"1987-07-21",0.00923794098493635,0.0460062730086435,-0.00280112227971174,-0.00379507096855169,0.00516797015844261,-0.0121458983021081
"1987-07-22",0,0.0248680665780137,0,0.00757579380845763,0.0051413995004187,0.0201619732903442
"1987-07-23",0.0114286958236229,-0.0105821093305372,0.00280112227971174,0.0223889948934788,-0.0051413995004187,0
"1987-07-24",0.0379086639818977,-0.0106952891167478,-0.00561011289076685,0,0.0153455696746604,0.00398406901487447
"1987-07-27",-0.00879126541117059,0.0438282239691814,-0.0155920947598363,-0.00369686188132612,0.0201011793210871,0.0274527044086899
"1987-07-28",-0.00664454271866854,0.0237299270421096,0.142243333226544,0.00738010729762251,0.0390293439057353,0.00578593706704389
"1987-07-29",0.0154358081298391,0.024815169119724,-0.0162402070228129,0,0.00477327875265776,-0.00772204609391025
"1987-07-30",0.0173540146931517,-0.00327332534496927,-0.0165083114074496,0,0.0281708769666964,0.00579711768432589
"1987-07-31",0.0421114853501268,0,0.0190240360046969,0.00732604009207294,-0.00464037955650232,-0.00192864090640565
"1987-08-03",0.00205973296301076,-0.0248975516217271,-0.0101010959865038,0,-0.0140517534556502,-0.00193236775105388
"1987-08-04",-0.0165978914090379,-0.0101352218940431,-0.0127715656794876,0,-0.0142520227072016,-0.0155948579579064
"1987-08-05",-0.0297261802652007,0.0251480142832283,0.0102302682508149,0.0144930073025666,0.0421608108242781,0.00196270916784869
"1987-08-06",-0.0195871332753048,0.0164207302123276,0.00254129742867271,0.0142859572474767,0.0226767086710297,0.0058651194523982
"1987-08-07",-0.00661523911871931,-0.013114942077828,-0.0166350605045325,0.00353982670512409,0.00892863074430139,0.0173917427118691
"1987-08-10",0.0390505148718732,0.0260601066698649,-0.00258398076592492,0.0244340253372819,0.0132452267500206,0.00191387618228434
"1987-08-11",0.0189679027068108,0.0300893641814908,0.00901487109621568,0.013698844358162,0.00873367996875452,0
"1987-08-12",-0.0126052089189821,0.00311526731694922,0.0265670273847216,-0.013698844358162,-0.0131292914417925,0.0132955424812444
"1987-08-13",-0.021368334405699,0.0215392942469912,0.00498133035020443,0.00687287928776215,-0.0133039656263628,-0.00188857468786807
"1987-08-14",-0.00216216300449523,-0.00917437627604123,-0.0289875368732524,0.0169783365344178,-0.0134833503372871,-0.0114069677933764
"1987-08-17",0.0214140945038164,0.00917437627604123,0.00764334931256805,0,0.00451468035452673,0.0151805571770158
"1987-08-18",-0.0301098014713703,-0.0451438520164118,-0.0127715656794876,0,-0.02278002833182,-0.0228581380760502
"1987-08-19",-0.0176216013498194,0.00634922767865875,0.0102302682508149,0.0100503358535016,0.0137301928119021,-0.00579711768432589
"1987-08-20",0.00884961527698236,0.0110150602306773,0,0.0230652729309959,0.0135442251077571,0.0134746985833603
"1987-08-21",0.00439561147303813,0.00934586241823765,-0.00254777207879897,0.0161554402222854,0.00892863074430139,0.0151805571770158
"1987-08-24",-0.0199342149008173,-0.0219444542545593,0.026433257068156,0.00638979809877083,0.0263173083173734,-0.0151805571770158
"1987-08-25",-0.00898882456843308,0.0188388616964061,-0.00248756347180201,0.00317965291737976,0,0
"1987-08-26",-0.0136365749495455,-0.036425246198482,-0.00249376687840241,0,-0.0130720815673528,-0.0115385895564939
"1987-08-27",0.00228571528085597,0.00643089033029032,-0.00500626827814399,-0.0192313619278877,-0.0176995770994008,-0.0334347760862375
"1987-08-28",-0.0395860766940648,-0.0325761704346128,-0.0113565889323359,-0.0163135754915238,-0.0134833503372871,-0.0100503358535013
"1987-08-31",-0.00715140115762503,0.0164207302123276,0.0113565889323359,-0.00660068403135194,-0.00909097170125206,-0.00202224538076767
"1987-09-01",-0.00961545869944214,-0.0314335226015128,-0.0215607591065776,-0.00331675262599407,-0.00917437627604123,-0.00609138939340204
"1987-09-02",0.0309180394033102,0.00335570784697237,-0.0168071183163816,-0.0066666913581892,-0.023311078868447,-0.00612872194137348
"1987-09-03",0.00233918235317243,-0.00335570784697237,0.00520157219607364,-0.0305626504101668,-0.00472814119594611,-0.006166514915664
"1987-09-04",-0.00233918235317243,-0.00336700654790434,-0.0143699402829531,0,-0.0191393402106974,0.014329825554825
"1987-09-08",0.0299907136836826,-0.0101695791696288,-0.0105821093305369,-0.038669141159154,-0.00484262447578787,0.0456881841714281
"1987-09-09",0.0135442251077571,0.0101695791696288,0,-0.0108109161042158,-0.00975617494536474,0.0192313619278877
"1987-09-10",0.0199784669308865,0.0282645581696315,0.00530505222969335,0,0.0431721718652086,0.0263173083173733
"1987-09-11",0.0260318387179468,0.00978800636616306,0.0118344576470029,0.00361664047018873,0.0186051878310345,0.0220192382439173
"1987-09-14",-0.0107643665871584,0.0192932029346788,0.0155645165411116,0.010772096981911,0.00459770924862957,0.00362319236942032
"1987-09-15",-0.0218827112495077,-0.0192932029346788,-0.00516130178022545,0.0106572944739882,-0.0232028970796641,-0.0237888619640145
"1987-09-16",-0.008888947417246,-0.0346855579878902,-0.022237672407889,-0.0214293914558992,-0.023754086008107,-0.0130477153924757
"1987-09-17",0.00667410708769323,-0.00674538813953141,0,-0.0182154398913412,0.0095694510161507,-0.00375940292390564
"1987-09-18",0.0262597145835557,0.0101010959865038,-0.00264900817157665,-0.00738010729762251,0.00475060275859773,0.0205039801977074
"1987-09-21",-0.0329338216712489,-0.00672271439487671,0.00792606527242024,0,-0.00952388151125549,0.0036832454162965
"1987-09-22",0.0264332570681554,0.0282645581696315,0.0117725362252674,-0.00371057939653574,0.00952388151125549,0.016408754666392
"1987-09-23",0.0108109161042158,0,-0.00260416813838793,0.0147604155831207,0,0.0302783593062612
"1987-09-24",0.0275733269040996,-0.0282645581696315,-0.00522877008279909,-0.00366972888896244,-0.0143200537747484,0.0276834287484167
"1987-09-25",-0.00840341079637952,0.0150630463110957,0.00522877008279909,-0.0110906866941582,-0.0145281005629099,-0.015477523068913
"1987-09-28",-0.0127390257774298,-0.0458874045114706,0.0168071183163816,0.0147604155831207,0.0097088141269609,0.0103449198423928
"1987-09-29",0.00213447252863275,0.0341913647482792,-0.00901487109621568,0,-0.00484262447578787,0.00171379647773451
"1987-09-30",0.00637621713927583,0.0067001925698198,-0.00518807908177799,-0.0110498361865849,0.0287101058824314,0.00512383699986962
"1987-10-01",0.00633581844908604,0.0376784946237299,-0.00260416813838793,0.00738010729762251,0.023311078868447,0.00340136382348999
"1987-10-02",0.00838579337627388,-0.00645163528148851,0.00779224722016592,-0.00738010729762251,0.0450526639409432,-0.00510639407457392
"1987-10-05",0.018614808442232,-0.00161943355230298,0.00258398076592492,-0.0111733005981253,0.00877198607283691,0.00680274732275254
"1987-10-06",-0.0439861481842498,-0.0346283568400381,-0.0182296714916608,-0.00375234961855042,-0.0220759516991997,-0.0292368201850255
"1987-10-07",-0.0151027681857567,0.0166393190039646,-0.00131492458130955,-0.0266682470821614,-0.00447428039492115,-0.0122916385115568
"1987-10-08",-0.0309075374630765,-0.0166393190039646,-0.0159154553058993,-0.0194937946810011,0,-0.00531445006349252
"1987-10-09",0.00447428039492115,-0.0152158472372532,-0.00940235267839018,0.0156253179030809,-0.018100041643618,-0.0125113338891081
"1987-10-12",0.0393924017106608,0.00848181505590917,-0.00541273310675039,-0.0116960397631913,0.0270286723879194,-0.0218190473946396
"1987-10-13",-0.0238882151746955,0.0200675630508091,0.00271002875886528,-0.0158106060266423,0.00443459706786564,0.0272002262991564
"1987-10-14",-0.042655175601916,-0.0388234410829038,-0.0163714434146827,-0.0160646025038066,-0.0269074529199241,-0.021700670733118
"1987-10-15",-0.0092166551049242,-0.03324890695822,-0.0250709510013918,-0.0122201113347754,-0.0137301928119021,-0.014733231512984
"1987-10-16",-0.0069686693160933,-0.0931772248541833,-0.0731319920296203,-0.0165293019512106,-0.0280392200643931,-0.041672696400568
"1987-10-19",-0.274559537561309,-0.30343042941992,-0.124253086771069,-0.207639364778244,-0.264261798243682,-0.24415580740189
"1987-10-20",-0.14145048372347,0.0739189898230075,0.0119557359201488,0,-0.131769277631123,-0.087685004499104
"1987-10-21",0.0549966757474487,0.171203468209978,0.0625203569813342,0.0303053494953288,0.113077144618971,0.135887106316982
"1987-10-22",-0.0873154670026162,-0.102374410303538,-0.0307716586667537,-0.0354467489957475,-0.0319515998066024,-0.0606246218164348
"1987-10-23",0.0252265629456756,0.00457666702741166,-0.018257768573565,0.0204088716312071,-0.0130720815673528,-0.0382212128201977
"1987-10-26",-0.0776730383182181,-0.171422266335919,-0.0621962078699057,-0.0412429585340491,-0.103899595018151,-0.13613217432458
"1987-10-27",0.0414371898641732,0.0781647728493364,-0.0271019297777915,0.0259754864032608,-0.0524464753725425,0.0465200156348928
"1987-10-28",0.0503703593889496,-0.0435408082832884,0.0235304974101942,0.0102041701742417,-0.0392207131532813,0.0112995552539334
"1987-10-29",0.0776106027049239,0.0359936026479055,0.0264799231644672,0.0349162651062279,0.031498667059371,0.0652405218684009
"1987-10-30",0.0659579677917974,0.0224728558520586,0.0172715865086606,0,0.0601685214664529,0.0462807525640063
"1987-11-02",0.00303490369515402,0.0411182469294726,-0.00343053509678914,0.0194180858571016,-0.00732604009207288,0.0199011543172949
"1987-11-03",-0.0307716586667537,0,-0.01733145635164,-0.0145281005629099,-0.0298529631496812,0.00491401480242915
"1987-11-04",-0.0062696130135953,0.00472814119594589,0,0,-0.0152674721307885,0.012180418556871
"1987-11-05",0.0186921330121526,0.00938974034983908,-0.0194180858571014,0.0145281005629099,0.0451204352804697,0.0678622891166654
"1987-11-06",0.00921665510492398,-0.0188684843043827,-0.0216224640131657,0,-0.00738010729762256,-0.0205721540752082
"1987-11-09",0,-0.0413181493307311,-0.0165293019512105,0,-0.0454623740767574,-0.00462963789874227
"1987-11-10",-0.00613498856751593,-0.0640423663270955,-0.00743497848751806,0,-0.0156253179030808,-0.0116687438343772
"1987-11-11",-0.00927363678532922,0.054067221270276,-0.0112571545246347,0.0330999484263448,-0.0239055208535544,0.0391304237757653
"1987-11-12",0.0395789862806581,0.0607720383420942,0.014981553615617,0.0138570346614263,0.0317486983145803,0.0398282729515129
"1987-11-13",0.0206802052375388,-0.00947874395454362,0.0202398813477462,-0.00921665510492398,0,0.0043290110895855
"1987-11-16",0.011628037995119,0.00947874395454362,0.0108696722369037,0.00921665510492398,-0.0157483569681392,-0.0152342445718481
"1987-11-17",-0.0233928795747056,-0.0311402407357231,-0.00723330459352001,-0.00921665510492398,0.00790517950711328,-0.0132452267500205
"1987-11-18",0.00883658180049807,0.00485437846479808,0.0233194423451444,-0.0139862419747401,0.0156253179030808,0.0110498361865849
"1987-11-19",-0.0358247265181448,-0.0420333817065521,-0.0196962499757241,-0.0431721718652086,-0.031498667059371,-0.0155041865359653
"1987-11-20",0.0445839066080265,0.0175223506922024,0.0072072384049493,-0.0148150857851408,-0.0325231917055601,0.0264332570681554
"1987-11-23",0.0229895182246986,-0.032789822822991,-0.0144667984177533,0.0148150857851408,0.0404913613547369,0.0193762789631389
"1987-11-24",0.0498718300401733,0.032789822822991,0,0,0.0157483569681392,0.0231833354556572
"1987-11-25",0.00807541400554523,0.00495050515985618,-0.0128324400698845,0,0.0307716586667537,0.0165293019512105
"1987-11-27",-0.0410454332431152,-0.0224728558520586,0,0.0242142581205945,-0.0307716586667537,-0.018614808442232
"1987-11-30",-0.0574870909176817,-0.0544881852840697,-0.033774317118604,-0.0490294272403186,-0.0562397183228761,-0.0536033993695673
"1987-12-01",-0.00296296513065686,-0.0215641779158406,0.0263668758407423,-0.00503779402995719,0.00823049913651547,-0.0155386034277791
"1987-12-02",-0.0240251795869899,0.0215641779158406,0.0165902422601967,-0.0152674721307884,0,0.00890874488910964
"1987-12-03",-0.0371559768880914,-0.0491902441907719,-0.020314641351179,-0.052643733485422,-0.0855221734381619,-0.0246926125903715
"1987-12-04",-0.00315956029036846,0.0166670524852117,-0.0150378773645405,0,-0.0271509890659509,-0.0299907136836826
"1987-12-07",0.0613689463762921,-0.00552487593196971,0.00378072283990583,0.0107527917762619,-0.0185190477672375,0.0435349387914397
"1987-12-08",0.0634218264374962,0.0327004613109345,0.0075188324140274,0.0263867551731948,0.0185190477672375,0.0265502320941209
"1987-12-09",-0.0112360732669259,0.00534760632659537,0.0148701624794514,0.0507723253734232,0.0271509890659509,0.0385486701172351
"1987-12-10",-0.0315664659678345,-0.0380480676375299,0.0128324400698845,-0.0200006667066696,-0.0550597771830274,-0.00843886864586474
"1987-12-11",0.0259007284321571,0.0110193952496105,-0.0109891215755953,-0.010152371464018,-0.00947874395454378,-0.0127933514599092
"1987-12-14",0.0417306724564732,0.0455232550240836,-0.00554018037561521,0.010152371464018,-0.00956945101615072,0.0296004697762906
"1987-12-15",0.0162165715892453,0.0207261305171169,0.0381517659643762,-0.0307716586667537,0.0469569830877711,0
"1987-12-16",0.0106667678041952,0.0152674721307886,0.0194180858571014,0.0206192872027356,0.0271509890659509,0.022658023892584
"1987-12-17",-0.0187421818097404,-0.0255768417896498,-0.033780989857463,-0.0258412311838874,0,-0.00612872194137348
"1987-12-18",0.0187421818097404,0.0255768417896498,0.0442158671500428,0.0510314800124458,0.0350913198112699,0.0202846711715059
"1987-12-21",0.0313341561704357,0.0224728558520586,0.0323432447202245,-0.0150378773645404,0.050430853626892,-0.00604231445596271
"1987-12-22",-0.00257400399517294,-0.0428817274832658,0.0100000833345835,0.0200006667066696,-0.0248975516217272,-0.00202224538076767
"1987-12-23",0,0.00514139950041859,-0.0100000833345835,0.00493828164058252,0.0248975516217272,0.00605450890870607
"1987-12-24",0.00257400399517294,-0.00514139950041859,0,-0.0199011543172949,-0.00823049913651547,-0.00605450890870607
"1987-12-28",-0.0473772810110111,-0.0103627870355465,-0.0203052661607457,-0.00503779402995719,-0.0595920972022457,-0.0183866262504395
"1987-12-29",-0.00811912443850415,-0.0290641329439114,-0.0120379785594789,0.00503779402995719,0.00873367996875463,-0.00828162083172201
"1987-12-30",-0.0192049798360501,0.0290641329439114,-0.00346620797648622,-0.0151901654939752,0.0257524961024147,0.0103413537947328
"1987-12-31",-0.00277392688272537,0.00778214044205483,-0.0210534091978325,-0.010256500167189,-0.0257524961024147,0.0203673028244336
"1988-01-04",0.0723206615796261,0.0577324666685717,0.0467617659080395,0.060018009726253,0.0672522270091675,0.0100301743599374
"1988-01-05",-0.0476280489892547,0.0288481543376584,0.0381789107410442,0.0520211847508784,0.0553500950831649,0.0256171643703003
"1988-01-06",-0.00816331063916076,0.0117786991926125,0.0304754939970338,0.0137301928119021,0,0.0249772830861972
"1988-01-07",-0.00823049913651563,0.0345258688490737,0.0125590347764939,0.0224728558520585,-0.00772204609391031,-0.00953296065872355
"1988-01-08",-0.0802723024397842,-0.0824966966351031,-0.0677678588052206,-0.0362030486639606,-0.0557913596284156,-0.0673521820294916
"1988-01-11",0.0177519454584503,0.0409202697893627,0.0376784946237299,0.00917437627604123,-0.0165293019512106,-0.0123712918025467
"1988-01-12",-0.0029368596733097,-0.00472814119594589,0.0238295628329841,0.0136056520557788,-0.0168071183163813,0
"1988-01-13",-0.0118344576470029,0.0117786991926125,0.00625980134850668,-0.0273989741881144,0.0168071183163813,-0.00624351663968525
"1988-01-14",-0.00298062813813771,-0.00705055799666665,-0.00625980134850668,0.0183491386681965,0.00829880281469511,0.00416667269484594
"1988-01-15",-0.00598804184462254,0.0210042727705322,0.0263376958850352,0.0224728558520585,0.0483965408618502,0.0327227559908676
"1988-01-18",0.00299850299625648,0,-0.00306278953054573,0.00884961527698258,0.00784317746102589,0.0100100935951004
"1988-01-19",-0.0120483385161745,-0.00462963789874227,0.00306278953054573,-0.00884961527698258,-0.0157483569681392,-0.0080000426670761
"1988-01-20",-0.0276515313305101,-0.00932407687512327,-0.0169626272195793,0,-0.048790164169432,-0.0578673823205487
"1988-01-21",0.00621120009264065,0.0046729056993926,-0.0156743020934431,-0.00892863074430139,-0.00836824967051661,-0.0302398851897183
"1988-01-22",0.0153612851614873,0.013889112160667,0.0326369293130224,0.00892863074430139,0.0571584138399487,0.0195445960729703
"1988-01-25",0.0240975515790605,0.0383361487435472,0.0477702762686867,0.0219789067187751,0,0.010695289116748
"1988-01-26",-0.0210534091978323,-0.0178576174000062,-0.0043827681550952,-0.0175443096509095,-0.0322608622182215,-0.0150056406178702
"1988-01-27",-0.0122325684356344,-0.034367643504208,-0.0177257225991083,0.00441501820911694,0.0480092191863606,-0.0152342445718481
"1988-01-28",-0.0344321964214842,-0.0046729056993926,0.0177257225991083,0.0174676930403909,0.0383188643021367,0.00873367996875452
"1988-01-29",0.00317965291737976,0.0480092191863608,0.0217242431915825,0.0129034048359078,0.0149256502166757,0.0172418064345061
"1988-02-01",-0.0487901641694319,0.0198901584792195,0.00997870004989609,-0.0129034048359078,-0.0149256502166757,0.00213447252863275
"1988-02-02",0.0198026272961795,-0.00658619285285678,-0.00426439878645768,0,0.0296317976063711,-0.0150378773645405
"1988-02-03",0.00326264563481637,-0.0267873159636498,0.00284495213223135,-0.00433840159859833,-0.0147061473896954,0.0129034048359078
